,Birthplace,DOB,Name,credits,wins,age
970,"Bay City, Michigan, USA",1958-8-16,Madonna,26.0,"Won
        2
        Golden Globes.",57.2703627652
971,"Chicago, Illinois, USA",1969-3-11,Terrence Howard,88.0,"Nominated for
        1
        Oscar.",46.7022587269
972,"Champaign, Illinois, USA",1977-9-11,Ludacris,25.0,6 wins & 29 nominations.,38.1984941821
973,"Los Angeles, California, USA",1970-8-15,Anthony Anderson,83.0,"Nominated for
        1
        Primetime Emmy.",45.273100616
974,"New York City, New York, USA",1962-10-11,Joan Cusack,76.0,"Nominated for
        2
        Oscars.",53.1170431211
975,"Detroit, Michigan, USA",1945-1-29,Tom Selleck,82.0,"Won
        1
        Golden Globe.",70.8145106092
976,"Brooklyn, New York City, New York, USA",1928-6-20,Martin Landau,173.0,"Won
        1
        Oscar.",87.4250513347
977,"Nelsonville, Ohio, USA",1965-3-25,Sarah Jessica Parker,59.0,"Won
        4
        Golden Globes.",50.6639288159
978,"Rome, Lazio, Italy",1908-3-7,Anna Magnani,51.0,"Won
        1
        Oscar.",107.712525667
979,"El Paso, Texas, USA",1932-4-1,Debbie Reynolds,83.0,"Nominated for
        1
        Oscar.",83.6440793977
980,"Modesto, California, USA",1933-9-14,Harve Presnell,66.0,"Won
        1
        Golden Globe.",82.1902806297
981,"Hartford, Connecticut, USA",1901-3-25,Ed Begley,102.0,"Won
        1
        Oscar.",114.663928816
982,"Vienna, Austria",1956-10-4,Christoph Waltz,107.0,"Won
        2
        Oscars.",59.1348391513
983,"Michigan City, Indiana, USA",1923-5-7,Anne Baxter,99.0,"Won
        1
        Oscar.",92.5475701574
984,"Wareham, Massachusetts, USA",1956-1-21,Geena Davis,42.0,"Won
        1
        Oscar.",59.8384668036
985,"Finsbury, London, England, UK",1903-3-25,Binnie Barnes,81.0,1 win.,112.665297741
986,"New York City, New York, USA",1962-3-21,Matthew Broderick,65.0,"Nominated for
        1
        Golden Globe.",53.6755646817
987,"Memphis, Tennessee, USA",1950-2-18,Cybill Shepherd,71.0,"Won
        3
        Golden Globes.",65.7604380561
988,"Cleveland, Ohio, USA",1966-8-14,Halle Berry,47.0,"Won
        1
        Oscar.",49.2758384668
989,"New Delhi, India",1993-3-21,Suraj Sharma,5.0,3 wins & 8 nominations.,22.674880219
990,"Jaipur, Rajasthan, India",1967-1-7,Irrfan Khan,130.0,15 wins & 19 nominations.,48.8761122519
991,"Stockholm, Stockholms län, Sweden",1923-6-15,Erland Josephson,99.0,8 wins & 2 nominations.,92.4407939767
992,"Rome, Lazio, Italy",1930-4-21,Silvana Mangano,40.0,8 wins & 6 nominations.,85.5906913073
993,"Basel, Switzerland",1945-1-28,Marthe Keller,89.0,"Nominated for
        1
        Golden Globe.",70.81724846
994,"Hunt City, Illinois, USA",1909-6-14,Burl Ives,57.0,"Won
        1
        Oscar.",106.442162902
995,"Wiesbaden, Hesse, Germany",1921-3-25,Simone Signoret,72.0,"Won
        1
        Oscar.",94.6639288159
996,"Winston-Salem, North Carolina, USA",1949-5-26,Pam Grier,97.0,"Nominated for
        1
        Golden Globe.",66.4941820671
997,"Rochester, New York, USA",1941-7-13,Robert Forster,175.0,"Nominated for
        1
        Oscar.",74.3627652293
998,"Acton, Indiana, USA",1890-2-24,Marjorie Main,89.0,"Nominated for
        1
        Oscar.",125.741273101
999,"New York City, New York, USA",1966-6-28,Mary Stuart Masterson,48.0,6 wins & 3 nominations.,49.4045174538
1000,"Los Angeles, California, USA",1980-8-26,Chris Pine,41.0,5 wins & 14 nominations.,35.241615332
1001,"Berlin, Germany",1941-6-10,Jürgen Prochnow,128.0,5 wins & 1 nomination.,74.4531143053
1002,"Göttingen, Lower Saxony, Germany",1956-4-12,Herbert Grönemeyer,14.0,3 wins & 1 nomination.,59.613963039
1003,"Cedar Rapids, Iowa, USA",1981-1-28,Elijah Wood,93.0,23 wins & 39 nominations.,34.81724846
1004,"Manhattan, New York City, New York, USA",1958-10-20,Viggo Mortensen,55.0,"Nominated for
        1
        Oscar.",57.0924024641
1005,"Vienna, Austria-Hungary [now Austria]",1914-11-9,Hedy Lamarr,35.0,2 wins & 1 nomination.,101.037645448
1006,"Brooklyn, New York, USA",1911-5-18,Sigrid Gurie,13.0,0,104.517453799
1007,"Newport, Arkansas, USA",1953-2-8,Mary Steenburgen,98.0,"Won
        1
        Oscar.",62.7871321013
1008,"San Diego, California, USA",1942-12-30,Fred Ward,87.0,3 wins & 2 nominations.,72.8980150582
1009,"Philadelphia, Pennsylvania, USA",1911-1-30,Hugh Marlowe,68.0,0,104.813141684
1010,"San Francisco, California, USA",1930-4-14,Bradford Dillman,141.0,"Won
        1
        Golden Globe.",85.6098562628
1011,"Davenport, Iowa, USA",1970-3-24,Lara Flynn Boyle,55.0,"Nominated for
        1
        Primetime Emmy.",45.6673511294
1012,"Santa Monica, California, USA",1945-11-15,Bob Gunton,128.0,1 win.,70.0205338809
1013,"Tularosa, New Mexico, USA",1925-2-11,Kim Stanley,36.0,"Nominated for
        2
        Oscars.",90.7789185489
1014,"Chickasha, Oklahoma, USA",1939-6-1,Cleavon Little,61.0,"Won
        1
        Primetime Emmy.",76.4791238877
1015,"Milwaukee, Wisconsin, USA",1933-6-11,Gene Wilder,36.0,"Nominated for
        2
        Oscars.",82.4503764545
1016,"Kingsburg, California, USA",1919-6-29,Slim Pickens,171.0,1 win.,96.4024640657
1017,"Hammersmith, London, England, UK",1977-9-15,Tom Hardy,48.0,8 wins & 41 nominations.,38.1875427789
1018,"Blacktown, New South Wales, Australia",1974-6-23,Joel Edgerton,65.0,11 wins & 18 nominations.,41.4182067077
1019,"Toledo, Ohio, USA",1978-12-18,Katie Holmes,35.0,4 wins & 13 nominations.,36.9308692676
1020,"Windsor, Ontario, Canada",1960-1-12,Oliver Platt,91.0,"Nominated for
        1
        Golden Globe.",55.8631074606
1021,"Marshalltown, Iowa, USA",1948-9-26,Mary Beth Hurt,50.0,"Nominated for
        1
        BAFTA Film Award.",67.1567419576
1022,"St. Paul, Minnesota, USA",1893-7-18,Richard Dix,100.0,"Nominated for
        1
        Oscar.",122.346338125
1023,"Wilmington, Delaware, USA",1894-5-20,Estelle Taylor,45.0,1 win.,121.508555784
1024,"Meridian, Mississippi, USA",1935-11-29,Diane Ladd,132.0,"Nominated for
        3
        Oscars.",79.9835728953
1025,"Alexandria, Egypt",1932-4-10,Omar Sharif,117.0,"Nominated for
        1
        Oscar.",83.6194387406
1026,"The Bronx, New York, USA",1917-10-7,June Allyson,75.0,"Won
        1
        Golden Globe.",98.1273100616
1027,"New York City, New York, USA",1946-7-6,Sylvester Stallone,72.0,"Nominated for
        2
        Oscars.",69.3826146475
1028,"Lake Success, Long Island, New York, USA",1946-4-25,Talia Shire,66.0,"Nominated for
        2
        Oscars.",69.5797399042
1029,"New York City, New York, USA",1940-4-30,Burt Young,145.0,"Nominated for
        1
        Oscar.",75.5646817248
1030,"Queens, New York City, New York, USA",1960-11-18,Elizabeth Perkins,52.0,"Nominated for
        2
        Golden Globes.",55.0116358658
1031,"Newark, New Jersey, USA",1959-9-23,Jason Alexander,122.0,"Nominated for
        4
        Golden Globes.",56.167008898
1032,"Malden, Massachusetts, USA",1883-11-9,Edna May Oliver,48.0,"Nominated for
        1
        Oscar.",132.03559206
1033,"Passaic, New Jersey, USA",1938-5-12,Millie Perkins,61.0,0,77.5331964408
1034,"Vienna, Austria-Hungary [now Austria]",1896-3-22,Joseph Schildkraut,87.0,"Won
        1
        Oscar.",119.668720055
1035,"Choctaw, Oklahoma, USA",1983-4-10,Ryan Merriman,49.0,6 wins & 8 nominations.,32.6214921287
1036,"Germantown, Philadelphia, Pennsylvania, USA",1935-9-21,Henry Gibson,147.0,"Nominated for
        2
        Golden Globes.",80.1724845996
1037,"Babylon, New York, USA",1918-3-12,Frank Overton,80.0,0,97.7002053388
1038,"Fort Sheridan, Illinois, USA",1943-11-5,Sam Shepard,67.0,"Nominated for
        1
        Oscar.",72.0492813142
1039,"New Orleans, Louisiana, USA",1976-3-22,Reese Witherspoon,48.0,"Won
        1
        Oscar.",39.6714579055
1040,"Memphis, Tennessee, USA",1978-5-22,Ginnifer Goodwin,30.0,9 nominations.,37.5058179329
1041,"Brussels, Belgium",1973-1-1,Fabrizio Rongione,43.0,2 wins.,42.8911704312
1042,"Sainte-Christine-d'Auvergne, Portneuf, Québec, Canada",1916-5-1,Glenn Ford,110.0,"Won
        1
        Golden Globe.",99.5619438741
1043,"Redding Ridge, Connecticut, USA",1933-11-28,Hope Lange,57.0,"Nominated for
        1
        Oscar.",81.9849418207
1044,"Boston, Massachusetts, USA",1980-10-29,Ben Foster,49.0,4 wins & 15 nominations.,35.0663928816
1045,"Midland, Texas, USA",1961-7-23,Woody Harrelson,85.0,"Nominated for
        2
        Oscars.",54.3353867214
1046,"Waterloo, Iowa, USA",1926-10-17,Julie Adams,147.0,1 win & 1 nomination.,89.1006160164
1047,"Portadown, County Armagh, Ireland [now in Northern Ireland], UK",1901-2-9,Brian Donlevy,121.0,"Nominated for
        1
        Oscar.",114.784394251
1048,"Sioux City, Iowa, USA",1913-3-15,Macdonald Carey,118.0,"Nominated for
        2
        Primetime Emmys.",102.691307324
1049,"Wilmette, Illinois, USA",1950-9-21,Bill Murray,81.0,"Nominated for
        1
        Oscar.",65.1718001369
1050,"New York City, New York, USA",1984-11-22,Scarlett Johansson,53.0,"Nominated for
        4
        Golden Globes.",31.0006844627
1051,"Los Angeles, California, USA",1974-12-17,Giovanni Ribisi,92.0,"Nominated for
        1
        Primetime Emmy.",40.9336071184
1052,"Weybridge, Surrey, England, UK",1944-9-13,Jacqueline Bisset,90.0,"Won
        1
        Golden Globe.",71.1923340178
1053,"Paris, France",1944-5-28,Jean-Pierre Léaud,93.0,"Nominated for
        1
        BAFTA Film Award.",71.4880219028
1054,"Paris, France",1932-2-6,François Truffaut,15.0,"Nominated for
        3
        Oscars.",83.794661191
1055,"Valsjöbyn, Jämtlands län, Sweden",1941-4-28,Ann-Margret,83.0,"Nominated for
        2
        Oscars.",74.5708418891
1056,"London, England, UK",1904-9-30,Ralph Forbes,77.0,0,111.145790554
1057,"Londonderry, Northern Ireland, UK",1989-1-1,Andrew Simpson,16.0,1 win.,26.8911704312
1058,"New York City, New York, USA",1947-7-10,Arlo Guthrie,8.0,1 nomination.,68.372347707
1059,"Charlestown, New Hampshire, USA",1927-3-7,James Broderick,61.0,"Nominated for
        1
        Primetime Emmy.",88.7145790554
1060,"Philadelphia, Pennsylvania, USA",1955-12-2,Dennis Christopher,84.0,"Nominated for
        1
        Golden Globe.",59.9753593429
1061,"Burchard, Nebraska, USA",1893-4-20,Harold Lloyd,205.0,"Nominated for
        1
        Golden Globe.",122.590006845
1062,"Logansport, Indiana, USA",1905-5-31,Ann Christy,31.0,0,110.480492813
1063,"Newcastle, Tyne and Wear, England, UK",1961-8-5,Janet McTeer,58.0,"Nominated for
        2
        Oscars.",54.2997946612
1064,"Gaithersburg, Maryland, USA",1984-11-16,Kimberly J. Brown,24.0,5 wins & 10 nominations.,31.0171115674
1065,"Austin, Texas, USA",1953-4-16,Jay O. Sanders,133.0,0,62.6036960986
1066,"Tunbridge Wells, Kent, England, UK",1925-5-26,Alec McCowen,81.0,"Nominated for
        1
        Golden Globe.",90.4941820671
1067,"Brooklyn, New York City, New York, USA",1936-5-27,Louis Gossett Jr.,183.0,"Won
        1
        Oscar.",79.4907597536
1068,"Snyder, Texas, USA",1948-6-1,Powers Boothe,68.0,"Won
        1
        Primetime Emmy.",67.4770704997
1069,"London, England, UK",1962-10-26,Cary Elwes,105.0,6 nominations.,53.0759753593
1070,"Warrington, Cheshire, England, UK",1946-2-7,Pete Postlethwaite,99.0,"Nominated for
        1
        Oscar.",69.7905544148
1071,"Burbank, California, USA",1954-2-17,Rene Russo,27.0,"Nominated for
        1
        BAFTA Film Award.",61.7631759069
1072,"Elaine, Arkansas, USA",1940-5-26,Levon Helm,17.0,1 win.,75.4934976044
1073,"Southport, Lancashire, England, UK",1958-3-3,Miranda Richardson,112.0,"Nominated for
        2
        Oscars.",57.7248459959
1074,"Ashby, Suffolk, England, UK",1927-9-19,Rosemary Harris,59.0,"Nominated for
        1
        Oscar.",88.1779603012
1075,"Hot Springs, Arkansas, USA",1913-9-3,Alan Ladd,98.0,6 wins & 1 nomination.,102.220396988
1076,"Walters, Oklahoma, USA",1908-12-13,Van Heflin,66.0,"Won
        1
        Oscar.",106.943189596
1077,"Mount Vernon, Washington, USA",1968-9-26,Jim Caviezel,36.0,4 wins & 5 nominations.,47.1567419576
1078,"Newport, Rhode Island, USA",1916-8-25,Van Johnson,122.0,"Nominated for
        1
        Primetime Emmy.",99.2443531828
1079,"A Coruña, Galicia, Spain",1917-9-20,Fernando Rey,243.0,16 wins & 5 nominations.,98.173853525
1080,"Milaca, Minnesota, USA",1891-4-22,Belle Bennett,91.0,1 win.,124.585900068
1081,"Piolenc, Vaucluse, France",1930-12-11,Jean-Louis Trintignant,140.0,8 wins & 17 nominations.,84.9500342231
1082,"Cheniménil, Vosges, France",1927-2-24,Emmanuelle Riva,85.0,"Nominated for
        1
        Oscar.",88.7446954141
1083,"Paris, France",1953-3-16,Isabelle Huppert,122.0,"Won
        1
        BAFTA Film Award.",62.688569473
1084,"New York City, New York, USA",1982-1-8,Gaby Hoffmann,44.0,"Nominated for
        2
        Primetime Emmys.",33.8726899384
1085,"New York City, New York, USA",1908-12-11,Sally Eilers,68.0,0,106.948665298
1086,"London, England, UK",1930-11-4,Kate Reid,85.0,"Nominated for
        2
        Golden Globes.",85.0513347023
1087,"New York City, New York, USA",1927-1-10,Lee Philips,51.0,"Nominated for
        2
        Primetime Emmys.",88.8678986995
1088,"San Francisco, California, USA",1902-8-11,Lloyd Nolan,160.0,"Won
        1
        Primetime Emmy.",113.284052019
1089,"Goessel, Kansas, USA",1936-7-5,Shirley Knight,177.0,"Nominated for
        2
        Oscars.",79.3839835729
1090,"Sydney, New South Wales, Australia",1968-10-12,Hugh Jackman,53.0,"Nominated for
        1
        Oscar.",47.112936345
1091,"Brooklyn, New York City, New York, USA",1982-11-12,Anne Hathaway,36.0,"Won
        1
        Oscar.",33.029431896
1092,"Brandon, Manitoba, Canada",1906-12-2,Donald Woods,141.0,1 win.,108.97467488
1093,"Rome, Lazio, Italy",1952-6-18,Isabella Rossellini,82.0,"Nominated for
        1
        Golden Globe.",63.4305270363
1094,"Yakima, Washington, USA",1959-2-22,Kyle MacLachlan,62.0,"Won
        1
        Golden Globe.",56.7501711157
1095,"North Vancouver, British Columbia, Canada",1899-7-24,Chief Dan George,32.0,"Nominated for
        1
        Oscar.",116.331279945
1096,"Boston, Massachusetts, USA",1958-8-22,Colm Feore,137.0,6 wins & 8 nominations.,57.2539356605
1097,"Queens, New York City, New York, USA",1968-5-3,Amy Ryan,61.0,"Nominated for
        1
        Oscar.",47.5564681725
1098,"Wimbledon, London, England, UK",1938-2-13,Oliver Reed,119.0,"Nominated for
        1
        BAFTA Film Award.",77.7741273101
1099,"Texarkana, Texas, USA",1894-11-21,Corinne Griffith,71.0,"Nominated for
        1
        Oscar.",121.002053388
1100,"Algermissen, Lower Saxony, Germany",1976-7-15,Diane Kruger,38.0,10 wins & 13 nominations.,39.356605065
1101,"Boston, Massachusetts, USA",1972-4-18,Eli Roth,25.0,11 wins & 8 nominations.,43.5975359343
1102,"Squaw Valley, California, USA",1903-2-14,Stuart Erwin,126.0,"Nominated for
        1
        Oscar.",112.772073922
1103,"Brooklyn, New York, USA",1910-1-12,Patsy Kelly,90.0,1 win.,105.861738535
1104,"Boston, Massachusetts, USA",1897-8-10,Jack Haley,57.0,1 win.,118.283367556
1105,"Québec City, Québec, Canada",1940-5-22,Michael Sarrazin,71.0,"Nominated for
        1
        Golden Globe.",75.5044490075
1106,"Catskill Mountains, New York, USA",1970-12-12,Jennifer Connelly,45.0,"Won
        1
        Oscar.",44.9472963723
1107,"Long Island, New York, USA",1965-2-20,Ron Eldard,41.0,1 win & 1 nomination.,50.7542778919
1108,"Englewood, New Jersey, USA",1964-3-23,Hope Davis,49.0,"Nominated for
        2
        Golden Globes.",51.6687200548
1109,"Alexandria, Virginia, USA",1963-10-31,Dermot Mulroney,93.0,6 wins & 6 nominations.,52.0629705681
1110,"Corona, California, USA",1987-9-11,Tyler Hoechlin,22.0,3 wins & 8 nominations.,28.1998631075
1111,"Wilmington, Delaware, USA",1963-10-6,Elisabeth Shue,50.0,"Nominated for
        1
        Oscar.",52.1314168378
1112,"Otley, Yorkshire, England, UK",1958-1-4,Julian Sands,127.0,1 win & 1 nomination.,57.8836413415
1113,"Ehrenfeld, Pennsylvania, USA",1921-11-3,Charles Bronson,162.0,"Nominated for
        1
        Primetime Emmy.",94.0533880903
1114,"New York City, New York, USA",1981-12-28,Sienna Miller,34.0,"Nominated for
        1
        Golden Globe.",33.9028062971
1115,"Odessa, Texas, USA",1953-9-7,Kristin Griffith,27.0,0,62.2094455852
1116,"Vienna, Austria",1930-12-8,Maximilian Schell,110.0,"Won
        1
        Oscar.",84.9582477755
1117,"Oak Park, Illinois, USA",1927-8-16,Lois Nettleton,122.0,"Nominated for
        3
        Primetime Emmys.",88.2710472279
1118,"Cynthiana, Kentucky, USA",1939-7-10,Lawrence Pressman,165.0,0,76.372347707
1119,"Hampstead, London, England, UK",1921-3-28,Dirk Bogarde,71.0,"Nominated for
        2
        Golden Globes.",94.6557152635
1120,"Harlesden, London, England, UK",1971-5-27,Paul Bettany,43.0,"Nominated for
        1
        BAFTA Film Award.",44.4928131417
1121,"Glasgow, Scotland, UK",1968-8-28,Billy Boyd,43.0,8 wins & 8 nominations.,47.2361396304
1122,"Benoni, Gauteng, South Africa",1975-8-7,Charlize Theron,46.0,"Won
        1
        Oscar.",40.295687885
1123,"Boston, Massachusetts, USA",1982-5-31,Jonathan Tucker,45.0,2 wins & 1 nomination.,33.4811772758
1124,"Alexandria, Minnesota, USA",1959-9-11,John Hawkes,123.0,"Nominated for
        1
        Oscar.",56.1998631075
1125,"Bryn Mawr, Pennsylvania, USA",1972-11-26,Christopher Fitzgerald,13.0,0,42.9897330595
1126,"Bournemouth, Dorset, England, UK",1870-10-30,Lawrence Grant,100.0,0,145.062286105
1127,"Tulsa, Oklahoma, USA",1963-6-10,Jeanne Tripplehorn,40.0,"Nominated for
        1
        Primetime Emmy.",52.4544832307
1128,Hong Kong,1952-10-13,John Lone,24.0,"Nominated for
        2
        Golden Globes.",63.1101984942
1129,"Shanghai, China",1961-4-26,Joan Chen,78.0,22 wins & 13 nominations.,54.5763175907
1130,"Island of Negros, Philippines",1915-9-29,Brenda Marshall,20.0,0,100.150581793
1131,"Kalispell, Montana, USA",1980-9-9,Michelle Williams,44.0,"Nominated for
        3
        Oscars.",35.2032854209
1132,"Cleveland, Ohio, USA",1916-12-13,Mark Stevens,78.0,1 win.,98.9431895962
1133,"St. Louis, Missouri, USA",1916-12-18,Betty Grable,84.0,1 win.,98.9295003422
1134,"New York City, New York, USA",1915-12-14,Dan Dailey,66.0,"Nominated for
        1
        Oscar.",99.9425051335
1135,"Los Angeles, California, USA",1964-1-27,Bridget Fonda,49.0,"Nominated for
        2
        Golden Globes.",51.8220396988
1136,"Nashville, Tennessee, USA",1934-9-27,Claude Jarman Jr.,14.0,1 win.,81.1553730322
1137,"Woodhaven, Queens, New York City, New York, USA",1973-4-14,Adrien Brody,60.0,"Won
        1
        Oscar.",42.6091718001
1138,"Dessau, German Democratic Republic [now Saxony-Anhalt, Federal Republic of Germany]",1962-9-8,Thomas Kretschmann,118.0,4 wins & 5 nominations.,53.2073921971
1139,"Farnworth, Lancashire, England, UK",1926-8-6,Frank Finlay,136.0,"Nominated for
        1
        Oscar.",89.2977412731
1140,"Columbus Grove, Ohio, USA",1903-11-7,Dean Jagger,133.0,"Won
        1
        Oscar.",112.043805613
1141,"Tilsit, East Prussia, Germany [now Sovetsk, Kaliningrad Oblast, Russia]",1930-12-17,Armin Mueller-Stahl,138.0,"Nominated for
        1
        Oscar.",84.9336071184
1142,"Guadalajara, Jalisco, Mexico",1978-11-30,Gael García Bernal,47.0,"Nominated for
        1
        BAFTA Film Award.",36.9801505818
1143,"DeKalb, Illinois, USA",1947-5-4,Richard Jenkins,107.0,"Nominated for
        1
        Oscar.",68.5557837098
1144,Lebanon,2015-11-23,Haaz Sleiman,35.0,4 nominations.,0.0
1145,"Grinnell, Iowa, USA",1978-2-14,Danai Gurira,14.0,2 wins & 7 nominations.,37.7713894593
1146,"West Chester, Pennsylvania, USA",1986-10-22,Kyle Gallner,58.0,1 nomination.,29.0869267625
1147,Greece,1941-1-21,Stathis Giallelis,12.0,"Won
        1
        Golden Globe.",74.8364134155
1148,"Nevada, Missouri, USA",1906-8-5,John Huston,54.0,"Won
        2
        Oscars.",109.300479124
1149,"Baltimore, Maryland, USA",1971-9-18,Jada Pinkett Smith,39.0,4 wins & 21 nominations.,44.180698152
1150,"Norristown, Pennsylvania, USA",1967-4-18,Maria Bello,59.0,"Nominated for
        2
        Golden Globes.",48.5995893224
1151,"Rueil-Malmaison, Hauts-de-Seine, France",1972-6-19,Jean Dujardin,46.0,"Won
        1
        Oscar.",43.4277891855
1152,"Buenos Aires, Argentina",1976-7-7,Bérénice Bejo,52.0,"Nominated for
        1
        Oscar.",39.3785078713
1153,"St. Louis, Missouri, USA",1952-6-20,John Goodman,143.0,"Won
        1
        Golden Globe.",63.4250513347
1154,"Burton-on-Trent, Staffordshire, England, UK",1974-9-5,Paddy Considine,38.0,"Won
        2
        BAFTA Film Awards.",41.2156057495
1155,"Southsea, Hampshire, England, UK",1925-9-8,Peter Sellers,88.0,"Nominated for
        3
        Oscars.",90.2067077344
1156,"Bronx, New York City, New York, USA",1984-8-15,Quinton Aaron,35.0,6 nominations.,31.2717316906
1157,"Delhi, Louisiana, USA",1967-5-1,Tim McGraw,12.0,3 wins & 13 nominations.,48.5639972621
1158,"Guildford, Surrey, England, UK",1941-11-18,David Hemmings,117.0,5 wins & 6 nominations.,74.0123203285
1159,"San Germán, Puerto Rico",1967-2-19,Benicio Del Toro,51.0,"Won
        1
        Oscar.",48.758384668
1160,"Schöneberg, Berlin, Germany",1901-12-27,Marlene Dietrich,56.0,"Nominated for
        1
        Oscar.",113.905544148
1161,"Los Angeles, California, USA",1905-1-3,Anna May Wong,62.0,1 win.,110.88569473
1162,"Los Angeles, California, USA",1980-12-19,Jake Gyllenhaal,38.0,"Nominated for
        1
        Oscar.",34.9267624914
1163,"Uonuma, Japan",1959-10-21,Ken Watanabe,65.0,"Nominated for
        1
        Oscar.",56.090349076
1164,"Tokyo, Japan",1983-6-17,Kazunari Ninomiya,39.0,0,32.4353182752
1165,"Fukuoka, Japan",1963-11-6,Tsuyoshi Ihara,57.0,1 nomination.,52.0465434634
1166,"Flagstaff, Arizona, USA",1905-10-7,Andy Devine,192.0,3 wins & 1 nomination.,110.127310062
1167,"Charleston, South Carolina, USA",1954-6-14,Will Patton,94.0,2 nominations.,61.4428473648
1168,"Chicago, Illinois, USA",1975-9-8,Larenz Tate,47.0,6 wins & 9 nominations.,40.2080766598
1169,"Havana, Cuba",1956-4-12,Andy Garcia,81.0,"Nominated for
        1
        Oscar.",59.613963039
1170,"Marylebone, London, England, UK",1946-4-18,Hayley Mills,46.0,"Won
        1
        Golden Globe.",69.5989048597
1171,"Los Angeles, California, USA",1962-1-4,Patrick Cassidy,55.0,0,53.8836413415
1172,"Portland, Maine, USA",1959-5-9,Brian Cousins,54.0,0,56.5420944559
1173,"San Francisco, California, USA",1964-7-9,Courtney Love,22.0,"Nominated for
        1
        Golden Globe.",51.3730321697
1174,"Detroit, Michigan, USA",1928-10-1,George Peppard,57.0,"Nominated for
        1
        BAFTA Film Award.",87.1430527036
1175,"Manhasset, New York, USA",1968-7-8,Billy Crudup,37.0,6 wins & 6 nominations.,47.3757700205
1176,"Salt Lake City, Utah, USA",1982-10-27,Patrick Fugit,32.0,3 wins & 13 nominations.,33.0732375086
1177,"Los Angeles, California, USA",1979-4-19,Kate Hudson,36.0,"Nominated for
        1
        Oscar.",36.5968514716
1178,"Goodmayes, Essex, England, UK",1931-9-12,Ian Holm,138.0,"Nominated for
        1
        Oscar.",84.1971252567
1179,"Toronto, Ontario, Canada",1979-1-8,Sarah Polley,54.0,"Nominated for
        1
        Oscar.",36.8733744011
1180,"Santa Fe, New Mexico, USA",1976-7-10,Adrian Grenier,30.0,3 wins & 11 nominations.,39.370294319
1181,"Hammersmith, London, England, UK",1979-1-27,Rosamund Pike,39.0,"Nominated for
        1
        Oscar.",36.8213552361
1182,"Albuquerque, New Mexico, USA",1973-6-15,Neil Patrick Harris,90.0,"Nominated for
        4
        Golden Globes.",42.4394250513
1183,"Keokuk, Iowa, USA",1897-3-16,Conrad Nagel,140.0,4 wins.,118.685831622
1184,"Chicago, Illinois, USA",1894-2-14,Jack Benny,59.0,"Won
        1
        Golden Globe.",121.768651608
1185,"Logan, Utah, USA",1897-7-10,John Gilbert,99.0,1 win.,118.368240931
1186,"Los Angeles, California, USA",1932-9-3,Eileen Brennan,121.0,"Nominated for
        1
        Oscar.",83.2197125257
1187,"New York City, New York, USA",1949-10-4,Armand Assante,127.0,"Nominated for
        4
        Golden Globes.",66.135523614
1188,"New York City, New York, USA",1895-5-9,Richard Barthelmess,80.0,"Nominated for
        2
        Oscars.",120.539356605
1189,"Beaver, Utah, USA",1897-3-19,Betty Compson,208.0,"Nominated for
        1
        Oscar.",118.67761807
1190,"Diana, West Virginia, USA",1977-2-6,Josh Stewart,36.0,0,38.7926078029
1191,"Woodstock, Ontario, Canada",1967-9-30,Andrea Roth,91.0,0,48.1478439425
1192,1956,1956-12-13,Juan Fernández,59.0,0,58.9431895962
1193,"Norman, Oklahoma, USA",1928-4-7,James Garner,95.0,"Nominated for
        1
        Oscar.",87.627652293
1194,"Beverly Hills, Los Angeles, California, USA",1919-2-5,Tim Holt,75.0,1 win.,96.7967145791
1195,"Homestead, Pennsylvania, USA",1898-5-23,Frank McHugh,170.0,0,117.500342231
1196,"Santa Monica, California, USA",1975-6-27,Tobey Maguire,46.0,"Nominated for
        1
        Golden Globe.",40.4079397673
1197,"Pittsfield, Massachusetts, USA",1974-2-10,Elizabeth Banks,73.0,"Nominated for
        3
        Primetime Emmys.",41.7823408624
1198,"Minneapolis, Minnesota, USA",1970-3-28,Vince Vaughn,58.0,7 wins & 11 nominations.,45.6563997262
1199,"Norwood, Ohio, USA",1934-9-16,George Chakiris,57.0,"Won
        1
        Oscar.",81.1854893908
1200,"Avoca, Iowa, USA",1938-2-20,Richard Beymer,62.0,"Nominated for
        2
        Golden Globes.",77.7549623546
1201,"Rome, Lazio, Italy",1934-9-20,Sophia Loren,94.0,"Won
        1
        Oscar.",81.1745379877
1202,"Neuilly-sur-Seine, Hauts-de-Seine, France",1933-4-9,Jean-Paul Belmondo,86.0,"Nominated for
        2
        BAFTA Film Awards.",82.6228610541
1203,"Tropea, Calabria, Italy",1916-2-17,Raf Vallone,96.0,1 win.,99.7645448323
1204,"Westminster, London, England, UK",1985-5-28,Carey Mulligan,25.0,"Nominated for
        1
        Oscar.",30.4887063655
1205,"London, England, UK",1953-5-24,Alfred Molina,162.0,"Nominated for
        1
        Primetime Emmy.",62.4996577687
1206,"Zehner, Saskatchewan, Canada",1932-2-24,John Vernon,203.0,1 nomination.,83.7453798768
1207,"Copenhagen, Denmark",1974-4-11,Anton Glanzelius,3.0,2 wins.,41.6180698152
1208,"Denver, Colorado, USA",1927-1-4,Barbara Rush,112.0,"Won
        1
        Golden Globe.",88.8843258042
1209,"Penticton, British Columbia, Canada",1921-6-8,Alexis Smith,76.0,"Nominated for
        1
        Primetime Emmy.",94.4585900068
